score_threshold,precision,recall,f1,pred_count,target_count,matched_count,false_count,missed_count,epoch,train_loss,val_loss
0.2,0.09473684210526316,0.6617647058823529,0.16574585635359118,475,68,45,430,23,1,1.2746687039085056,1.4437799353559477
