score_threshold,tp,fp,fn,precision,recall,f1
0.2,45,416,0,0.09761388286334056,1.0,0.17786561264822134
0.3,45,416,0,0.09761388286334056,1.0,0.17786561264822134
0.4,45,416,0,0.09761388286334056,1.0,0.17786561264822134
0.5,0,0,45,0.0,0.0,0.0
0.6,0,0,45,0.0,0.0,0.0
0.7,0,0,45,0.0,0.0,0.0
0.8,0,0,45,0.0,0.0,0.0
