f1,false_count,false_rate,match_distance_px_mean,match_distance_px_p95,matched_count,method,missed_count,precision,pred_count,recall,sample_id,target_count,threshold
0.4682080924855491,0,0.0,0.8572742938995361,1.4128049612045288,81,daofind_like,184,1.0,81,0.30566037735849055,sample_000011_crop_y1408_x568,265,
0.03376844494892168,13593,0.9827922782156027,1.436899185180664,3.300931417942047,238,unet_t0.30,27,0.01720772178439737,13831,0.8981132075471698,sample_000011_crop_y1408_x568,265,0.3
0.33726415094339623,440,0.7547169811320755,1.0310724973678589,2.11800594329834,143,unet_t0.50,122,0.24528301886792453,583,0.539622641509434,sample_000011_crop_y1408_x568,265,0.5
0.5000000000000001,47,0.31125827814569534,1.0057921409606934,2.0111825942993162,104,unet_t0.70,161,0.6887417218543046,151,0.39245283018867927,sample_000011_crop_y1408_x568,265,0.7
0.43749999999999994,35,0.29411764705882354,0.8988727331161499,1.5668576359748838,84,unet_t0.90,181,0.7058823529411765,119,0.3169811320754717,sample_000011_crop_y1408_x568,265,0.9
